Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Hour of Request,Request Time Slot,Trip Duration (mins),Ride Outcome,Request Weekday
5342,City,296,Trip Completed,2016-07-14 22:38:38,2016-07-14 23:21:22,22,Night,42.73,Success,Thursday
5634,Airport,296,Trip Completed,2016-07-15 06:44:16,2016-07-15 07:10:49,6,Early Morning,26.55,Success,Friday
30,Airport,297,Trip Completed,2016-07-11 02:04:00,2016-07-11 02:37:00,2,Late Night,33.00,Success,Monday
195,City,297,Trip Completed,2016-07-11 06:05:00,2016-07-11 06:52:00,6,Early Morning,47.00,Success,Monday
993,City,297,Trip Completed,2016-07-11 19:00:00,2016-07-11 19:41:00,19,Evening,41.00,Success,Monday
1774,Airport,297,Trip Completed,2016-07-12 08:53:00,2016-07-12 10:00:00,8,Morning,67.00,Success,Tuesday
2648,City,297,Trip Completed,2016-07-12 22:50:00,2016-07-12 23:44:00,22,Night,54.00,Success,Tuesday
2979,Airport,297,Trip Completed,2016-07-13 06:58:03,2016-07-13 07:58:34,6,Early Morning,60.52,Success,Wednesday
3676,City,297,Trip Completed,2016-07-13 19:28:20,2016-07-13 20:30:48,19,Evening,62.47,Success,Wednesday
4041,Airport,297,Trip Completed,2016-07-14 00:38:29,2016-07-14 01:12:21,0,Late Night,33.87,Success,Thursday
4147,Airport,297,Trip Completed,2016-07-14 04:54:07,2016-07-14 06:00:11,4,Early Morning,66.07,Success,Thursday
4859,Airport,297,Trip Completed,2016-07-14 17:34:16,2016-07-14 18:30:48,17,Evening,56.53,Success,Thursday
6067,Airport,297,Trip Completed,2016-07-15 13:55:13,2016-07-15 14:56:02,13,Afternoon,60.82,Success,Friday
1690,Airport,298,Trip Completed,2016-07-12 07:52:00,2016-07-12 08:56:00,7,Early Morning,64.00,Success,Tuesday
2404,Airport,298,Trip Completed,2016-07-12 20:00:00,2016-07-12 20:56:00,20,Evening,56.00,Success,Tuesday
3313,City,298,Trip Completed,2016-07-13 12:01:34,2016-07-13 12:55:12,12,Afternoon,53.63,Success,Wednesday
3559,City,298,Trip Completed,2016-07-13 18:16:19,2016-07-13 19:25:22,18,Evening,69.05,Success,Wednesday
4018,Airport,298,Trip Completed,2016-07-13 23:57:31,2016-07-14 01:02:24,23,Night,64.88,Success,Wednesday
4121,Airport,298,Trip Completed,2016-07-14 04:29:45,2016-07-14 05:07:30,4,Early Morning,37.75,Success,Thursday
4224,City,298,Trip Completed,2016-07-14 05:49:16,2016-07-14 06:54:57,5,Early Morning,65.68,Success,Thursday
4810,City,298,Trip Completed,2016-07-14 17:16:21,2016-07-14 18:01:28,17,Evening,45.12,Success,Thursday
5295,City,298,Trip Completed,2016-07-14 21:48:59,2016-07-14 22:41:48,21,Night,52.82,Success,Thursday
5381,Airport,298,Trip Completed,2016-07-14 23:56:41,2016-07-15 00:39:24,23,Night,42.72,Success,Thursday
6271,City,298,Trip Completed,2016-07-15 18:14:56,2016-07-15 18:59:11,18,Evening,44.25,Success,Friday
1244,City,299,Trip Completed,2016-07-11 21:38:00,2016-07-11 22:15:00,21,Night,37.00,Success,Monday
2249,City,299,Trip Completed,2016-07-12 18:24:00,2016-07-12 19:09:00,18,Evening,45.00,Success,Tuesday
3045,Airport,299,Trip Completed,2016-07-13 07:39:52,2016-07-13 08:30:57,7,Early Morning,51.08,Success,Wednesday
3817,Airport,299,Trip Completed,2016-07-13 21:12:43,2016-07-13 22:05:34,21,Night,52.85,Success,Wednesday
4481,City,299,Trip Completed,2016-07-14 08:46:30,2016-07-14 09:54:56,8,Morning,68.43,Success,Thursday
5160,City,299,Trip Completed,2016-07-14 20:28:32,2016-07-14 21:12:48,20,Evening,44.27,Success,Thursday
6304,City,299,Trip Completed,2016-07-15 18:31:31,2016-07-15 19:19:30,18,Evening,47.98,Success,Friday
1315,Airport,300,Trip Completed,2016-07-11 22:54:00,2016-07-11 23:35:00,22,Night,41.00,Success,Monday
2924,City,300,Trip Completed,2016-07-13 06:31:22,2016-07-13 07:20:52,6,Early Morning,49.50,Success,Wednesday
3324,Airport,300,Trip Completed,2016-07-13 12:33:21,2016-07-13 13:16:03,12,Afternoon,42.70,Success,Wednesday
3935,Airport,300,Trip Completed,2016-07-13 22:26:08,2016-07-13 23:43:13,22,Night,77.08,Success,Wednesday
5844,Airport,300,Trip Completed,2016-07-15 09:07:09,2016-07-15 09:56:07,9,Morning,48.97,Success,Friday
2905,City,1,Cancelled,2016-07-13 06:08:41,NULL,6,Early Morning,NULL,Failed,Wednesday
4805,City,1,Cancelled,2016-07-14 17:07:58,NULL,17,Evening,NULL,Failed,Thursday
5202,Airport,1,Cancelled,2016-07-14 20:51:37,NULL,20,Evening,NULL,Failed,Thursday
5927,City,1,Cancelled,2016-07-15 10:12:40,NULL,10,Morning,NULL,Failed,Friday
2347,Airport,2,Cancelled,2016-07-12 19:14:00,NULL,19,Evening,NULL,Failed,Tuesday
3806,Airport,2,Cancelled,2016-07-13 20:57:49,NULL,20,Evening,NULL,Failed,Wednesday
4451,City,2,Cancelled,2016-07-14 08:38:38,NULL,8,Morning,NULL,Failed,Thursday
5023,Airport,2,Cancelled,2016-07-14 19:04:08,NULL,19,Evening,NULL,Failed,Thursday
80,City,3,Cancelled,2016-07-11 04:47:00,NULL,4,Early Morning,NULL,Failed,Monday
534,City,3,Cancelled,2016-07-11 10:01:00,NULL,10,Morning,NULL,Failed,Monday
1867,Airport,3,Cancelled,2016-07-12 09:59:00,NULL,9,Morning,NULL,Failed,Tuesday
4383,City,3,Cancelled,2016-07-14 07:48:31,NULL,7,Early Morning,NULL,Failed,Thursday
748,City,4,Cancelled,2016-07-11 15:49:00,NULL,15,Afternoon,NULL,Failed,Monday
1254,Airport,4,Cancelled,2016-07-11 21:53:00,NULL,21,Night,NULL,Failed,Monday
3807,Airport,4,Cancelled,2016-07-13 20:58:00,NULL,20,Evening,NULL,Failed,Wednesday
4280,City,4,Cancelled,2016-07-14 06:33:09,NULL,6,Early Morning,NULL,Failed,Thursday
4533,City,4,Cancelled,2016-07-14 09:31:08,NULL,9,Morning,NULL,Failed,Thursday
3230,City,5,Cancelled,2016-07-13 10:01:57,NULL,10,Morning,NULL,Failed,Wednesday
4296,City,5,Cancelled,2016-07-14 06:39:26,NULL,6,Early Morning,NULL,Failed,Thursday
3059,City,6,Cancelled,2016-07-13 07:56:25,NULL,7,Early Morning,NULL,Failed,Wednesday
5547,City,6,Cancelled,2016-07-15 05:30:31,NULL,5,Early Morning,NULL,Failed,Friday
5699,City,6,Cancelled,2016-07-15 07:25:53,NULL,7,Early Morning,NULL,Failed,Friday
5701,City,6,Cancelled,2016-07-15 07:34:00,NULL,7,Early Morning,NULL,Failed,Friday
247,City,7,Cancelled,2016-07-11 06:33:00,NULL,6,Early Morning,NULL,Failed,Monday
2582,Airport,7,Cancelled,2016-07-12 21:42:00,NULL,21,Night,NULL,Failed,Tuesday
3184,City,7,Cancelled,2016-07-13 09:21:36,NULL,9,Morning,NULL,Failed,Wednesday
1687,City,8,Cancelled,2016-07-12 07:51:00,NULL,7,Early Morning,NULL,Failed,Tuesday
4174,City,8,Cancelled,2016-07-14 05:19:59,NULL,5,Early Morning,NULL,Failed,Thursday
4335,City,8,Cancelled,2016-07-14 07:13:52,NULL,7,Early Morning,NULL,Failed,Thursday
150,City,9,Cancelled,2016-07-11 05:24:00,NULL,5,Early Morning,NULL,Failed,Monday
233,City,9,Cancelled,2016-07-11 06:27:00,NULL,6,Early Morning,NULL,Failed,Monday
1880,City,9,Cancelled,2016-07-12 10:01:00,NULL,10,Morning,NULL,Failed,Tuesday
2986,City,9,Cancelled,2016-07-13 07:04:48,NULL,7,Early Morning,NULL,Failed,Wednesday
3549,City,9,Cancelled,2016-07-13 18:03:30,NULL,18,Evening,NULL,Failed,Wednesday
4463,City,9,Cancelled,2016-07-14 08:43:07,NULL,8,Morning,NULL,Failed,Thursday
4178,City,10,Cancelled,2016-07-14 05:22:51,NULL,5,Early Morning,NULL,Failed,Thursday
4599,City,10,Cancelled,2016-07-14 10:08:43,NULL,10,Morning,NULL,Failed,Thursday
4667,Airport,10,Cancelled,2016-07-14 12:23:07,NULL,12,Afternoon,NULL,Failed,Thursday
570,City,13,Cancelled,2016-07-11 10:36:00,NULL,10,Morning,NULL,Failed,Monday
1691,City,13,Cancelled,2016-07-12 07:54:00,NULL,7,Early Morning,NULL,Failed,Tuesday
3499,City,13,Cancelled,2016-07-13 17:46:24,NULL,17,Evening,NULL,Failed,Wednesday
4467,City,13,Cancelled,2016-07-14 08:42:11,NULL,8,Morning,NULL,Failed,Thursday
2799,City,14,Cancelled,2016-07-13 04:59:16,NULL,4,Early Morning,NULL,Failed,Wednesday
3822,Airport,14,Cancelled,2016-07-13 21:10:52,NULL,21,Night,NULL,Failed,Wednesday
4456,City,14,Cancelled,2016-07-14 08:32:41,NULL,8,Morning,NULL,Failed,Thursday
4685,Airport,14,Cancelled,2016-07-14 13:00:39,NULL,13,Afternoon,NULL,Failed,Thursday
306,City,15,Cancelled,2016-07-11 07:20:00,NULL,7,Early Morning,NULL,Failed,Monday
2888,City,15,Cancelled,2016-07-13 05:57:46,NULL,5,Early Morning,NULL,Failed,Wednesday
92,City,16,Cancelled,2016-07-11 04:53:00,NULL,4,Early Morning,NULL,Failed,Monday
3138,City,16,Cancelled,2016-07-13 08:50:25,NULL,8,Morning,NULL,Failed,Wednesday
3810,City,16,Cancelled,2016-07-13 21:06:22,NULL,21,Night,NULL,Failed,Wednesday
4580,City,16,Cancelled,2016-07-14 09:59:40,NULL,9,Morning,NULL,Failed,Thursday
5784,City,16,Cancelled,2016-07-15 08:34:59,NULL,8,Morning,NULL,Failed,Friday
1648,City,17,Cancelled,2016-07-12 07:20:00,NULL,7,Early Morning,NULL,Failed,Tuesday
2883,City,17,Cancelled,2016-07-13 05:54:41,NULL,5,Early Morning,NULL,Failed,Wednesday
4272,City,17,Cancelled,2016-07-14 06:23:43,NULL,6,Early Morning,NULL,Failed,Thursday
5621,City,17,Cancelled,2016-07-15 06:28:59,NULL,6,Early Morning,NULL,Failed,Friday
5696,City,17,Cancelled,2016-07-15 07:32:18,NULL,7,Early Morning,NULL,Failed,Friday
5662,City,18,Cancelled,2016-07-15 07:04:59,NULL,7,Early Morning,NULL,Failed,Friday
1894,Airport,19,Cancelled,2016-07-12 10:19:00,NULL,10,Morning,NULL,Failed,Tuesday
2854,City,19,Cancelled,2016-07-13 05:37:28,NULL,5,Early Morning,NULL,Failed,Wednesday
4968,City,19,Cancelled,2016-07-14 18:40:44,NULL,18,Evening,NULL,Failed,Thursday
352,City,20,Cancelled,2016-07-11 07:54:00,NULL,7,Early Morning,NULL,Failed,Monday
1841,City,20,Cancelled,2016-07-12 09:41:00,NULL,9,Morning,NULL,Failed,Tuesday
1885,City,20,Cancelled,2016-07-12 10:04:00,NULL,10,Morning,NULL,Failed,Tuesday
3170,City,20,Cancelled,2016-07-13 09:09:56,NULL,9,Morning,NULL,Failed,Wednesday
4586,City,20,Cancelled,2016-07-14 10:09:44,NULL,10,Morning,NULL,Failed,Thursday
5208,Airport,20,Cancelled,2016-07-14 20:55:57,NULL,20,Evening,NULL,Failed,Thursday
5472,City,20,Cancelled,2016-07-15 04:49:38,NULL,4,Early Morning,NULL,Failed,Friday
96,City,21,Cancelled,2016-07-11 04:58:00,NULL,4,Early Morning,NULL,Failed,Monday
132,City,21,Cancelled,2016-07-11 05:15:00,NULL,5,Early Morning,NULL,Failed,Monday
2899,City,21,Cancelled,2016-07-13 05:59:57,NULL,5,Early Morning,NULL,Failed,Wednesday
3166,City,21,Cancelled,2016-07-13 09:09:08,NULL,9,Morning,NULL,Failed,Wednesday
232,City,22,Cancelled,2016-07-11 06:26:00,NULL,6,Early Morning,NULL,Failed,Monday
275,City,22,Cancelled,2016-07-11 07:00:00,NULL,7,Early Morning,NULL,Failed,Monday
554,City,22,Cancelled,2016-07-11 10:13:00,NULL,10,Morning,NULL,Failed,Monday
4326,City,22,Cancelled,2016-07-14 07:08:58,NULL,7,Early Morning,NULL,Failed,Thursday
5723,City,22,Cancelled,2016-07-15 07:44:45,NULL,7,Early Morning,NULL,Failed,Friday
1462,Airport,23,Cancelled,2016-07-12 05:01:00,NULL,5,Early Morning,NULL,Failed,Tuesday
196,Airport,24,Cancelled,2016-07-11 06:07:00,NULL,6,Early Morning,NULL,Failed,Monday
236,City,24,Cancelled,2016-07-11 06:32:00,NULL,6,Early Morning,NULL,Failed,Monday
1502,City,24,Cancelled,2016-07-12 05:37:00,NULL,5,Early Morning,NULL,Failed,Tuesday
1615,City,24,Cancelled,2016-07-12 06:52:00,NULL,6,Early Morning,NULL,Failed,Tuesday
3079,City,24,Cancelled,2016-07-13 08:13:10,NULL,8,Morning,NULL,Failed,Wednesday
6249,Airport,24,Cancelled,2016-07-15 17:55:33,NULL,17,Evening,NULL,Failed,Friday
1794,City,25,Cancelled,2016-07-12 09:03:00,NULL,9,Morning,NULL,Failed,Tuesday
4546,City,25,Cancelled,2016-07-14 09:34:22,NULL,9,Morning,NULL,Failed,Thursday
2913,City,26,Cancelled,2016-07-13 06:15:34,NULL,6,Early Morning,NULL,Failed,Wednesday
276,City,27,Cancelled,2016-07-11 06:52:00,NULL,6,Early Morning,NULL,Failed,Monday
1613,City,27,Cancelled,2016-07-12 06:47:00,NULL,6,Early Morning,NULL,Failed,Tuesday
3150,City,27,Cancelled,2016-07-13 08:59:46,NULL,8,Morning,NULL,Failed,Wednesday
3217,City,27,Cancelled,2016-07-13 09:48:01,NULL,9,Morning,NULL,Failed,Wednesday
4523,City,27,Cancelled,2016-07-14 09:22:12,NULL,9,Morning,NULL,Failed,Thursday
4593,City,27,Cancelled,2016-07-14 10:09:46,NULL,10,Morning,NULL,Failed,Thursday
5476,Airport,27,Cancelled,2016-07-15 04:45:54,NULL,4,Early Morning,NULL,Failed,Friday
5477,City,27,Cancelled,2016-07-15 04:48:51,NULL,4,Early Morning,NULL,Failed,Friday
5846,City,27,Cancelled,2016-07-15 09:05:17,NULL,9,Morning,NULL,Failed,Friday
1539,City,28,Cancelled,2016-07-12 06:04:00,NULL,6,Early Morning,NULL,Failed,Tuesday
1770,City,28,Cancelled,2016-07-12 08:50:00,NULL,8,Morning,NULL,Failed,Tuesday
1921,City,28,Cancelled,2016-07-12 10:58:00,NULL,10,Morning,NULL,Failed,Tuesday
3073,City,28,Cancelled,2016-07-13 08:01:01,NULL,8,Morning,NULL,Failed,Wednesday
4795,Airport,28,Cancelled,2016-07-14 16:55:27,NULL,16,Afternoon,NULL,Failed,Thursday
2079,Airport,29,Cancelled,2016-07-12 15:43:00,NULL,15,Afternoon,NULL,Failed,Tuesday
3179,City,29,Cancelled,2016-07-13 09:16:05,NULL,9,Morning,NULL,Failed,Wednesday
5872,City,29,Cancelled,2016-07-15 09:20:22,NULL,9,Morning,NULL,Failed,Friday
218,City,30,Cancelled,2016-07-11 06:14:00,NULL,6,Early Morning,NULL,Failed,Monday
840,Airport,30,Cancelled,2016-07-11 17:41:00,NULL,17,Evening,NULL,Failed,Monday
1642,City,30,Cancelled,2016-07-12 07:17:00,NULL,7,Early Morning,NULL,Failed,Tuesday
3307,City,30,Cancelled,2016-07-13 12:02:50,NULL,12,Afternoon,NULL,Failed,Wednesday
1475,City,31,Cancelled,2016-07-12 05:12:00,NULL,5,Early Morning,NULL,Failed,Tuesday
2179,Airport,31,Cancelled,2016-07-12 17:36:00,NULL,17,Evening,NULL,Failed,Tuesday
3080,City,31,Cancelled,2016-07-13 08:11:13,NULL,8,Morning,NULL,Failed,Wednesday
3771,Airport,31,Cancelled,2016-07-13 20:42:07,NULL,20,Evening,NULL,Failed,Wednesday
5847,Airport,31,Cancelled,2016-07-15 09:05:38,NULL,9,Morning,NULL,Failed,Friday
5875,City,31,Cancelled,2016-07-15 09:22:33,NULL,9,Morning,NULL,Failed,Friday
400,City,32,Cancelled,2016-07-11 08:29:00,NULL,8,Morning,NULL,Failed,Monday
2146,Airport,32,Cancelled,2016-07-12 17:21:00,NULL,17,Evening,NULL,Failed,Tuesday
2942,City,32,Cancelled,2016-07-13 06:37:29,NULL,6,Early Morning,NULL,Failed,Wednesday
4418,City,32,Cancelled,2016-07-14 08:18:30,NULL,8,Morning,NULL,Failed,Thursday
2305,City,33,Cancelled,2016-07-12 18:56:00,NULL,18,Evening,NULL,Failed,Tuesday
5637,City,33,Cancelled,2016-07-15 06:44:12,NULL,6,Early Morning,NULL,Failed,Friday
5838,City,33,Cancelled,2016-07-15 09:02:38,NULL,9,Morning,NULL,Failed,Friday
457,City,34,Cancelled,2016-07-11 09:17:00,NULL,9,Morning,NULL,Failed,Monday
511,City,34,Cancelled,2016-07-11 09:40:00,NULL,9,Morning,NULL,Failed,Monday
4146,City,34,Cancelled,2016-07-14 04:52:26,NULL,4,Early Morning,NULL,Failed,Thursday
4242,City,34,Cancelled,2016-07-14 06:03:16,NULL,6,Early Morning,NULL,Failed,Thursday
4470,City,34,Cancelled,2016-07-14 08:47:12,NULL,8,Morning,NULL,Failed,Thursday
2530,City,35,Cancelled,2016-07-12 21:07:00,NULL,21,Night,NULL,Failed,Tuesday
2596,City,35,Cancelled,2016-07-12 21:53:00,NULL,21,Night,NULL,Failed,Tuesday
5754,City,35,Cancelled,2016-07-15 08:05:15,NULL,8,Morning,NULL,Failed,Friday
200,City,36,Cancelled,2016-07-11 06:10:00,NULL,6,Early Morning,NULL,Failed,Monday
1531,City,36,Cancelled,2016-07-12 05:54:00,NULL,5,Early Morning,NULL,Failed,Tuesday
5715,City,36,Cancelled,2016-07-15 07:42:16,NULL,7,Early Morning,NULL,Failed,Friday
3130,City,37,Cancelled,2016-07-13 08:43:10,NULL,8,Morning,NULL,Failed,Wednesday
4133,City,37,Cancelled,2016-07-14 04:45:57,NULL,4,Early Morning,NULL,Failed,Thursday
4419,City,37,Cancelled,2016-07-14 08:17:14,NULL,8,Morning,NULL,Failed,Thursday
4547,City,37,Cancelled,2016-07-14 09:39:53,NULL,9,Morning,NULL,Failed,Thursday
5613,City,37,Cancelled,2016-07-15 06:17:34,NULL,6,Early Morning,NULL,Failed,Friday
572,Airport,38,Cancelled,2016-07-11 10:48:00,NULL,10,Morning,NULL,Failed,Monday
1566,City,38,Cancelled,2016-07-12 06:22:00,NULL,6,Early Morning,NULL,Failed,Tuesday
2266,Airport,38,Cancelled,2016-07-12 18:33:00,NULL,18,Evening,NULL,Failed,Tuesday
4390,City,38,Cancelled,2016-07-14 08:01:16,NULL,8,Morning,NULL,Failed,Thursday
4545,City,38,Cancelled,2016-07-14 09:43:35,NULL,9,Morning,NULL,Failed,Thursday
4572,City,38,Cancelled,2016-07-14 09:52:32,NULL,9,Morning,NULL,Failed,Thursday
1649,City,39,Cancelled,2016-07-12 07:24:00,NULL,7,Early Morning,NULL,Failed,Tuesday
3008,City,39,Cancelled,2016-07-13 07:23:01,NULL,7,Early Morning,NULL,Failed,Wednesday
4480,City,39,Cancelled,2016-07-14 08:46:34,NULL,8,Morning,NULL,Failed,Thursday
5713,City,39,Cancelled,2016-07-15 07:43:27,NULL,7,Early Morning,NULL,Failed,Friday
5866,City,39,Cancelled,2016-07-15 09:19:04,NULL,9,Morning,NULL,Failed,Friday
5945,Airport,39,Cancelled,2016-07-15 10:27:59,NULL,10,Morning,NULL,Failed,Friday
126,City,40,Cancelled,2016-07-11 05:05:00,NULL,5,Early Morning,NULL,Failed,Monday
436,City,40,Cancelled,2016-07-11 08:55:00,NULL,8,Morning,NULL,Failed,Monday
1620,City,40,Cancelled,2016-07-12 06:55:00,NULL,6,Early Morning,NULL,Failed,Tuesday
2206,City,40,Cancelled,2016-07-12 17:55:00,NULL,17,Evening,NULL,Failed,Tuesday
3221,City,40,Cancelled,2016-07-13 09:55:14,NULL,9,Morning,NULL,Failed,Wednesday
5583,City,40,Cancelled,2016-07-15 05:58:15,NULL,5,Early Morning,NULL,Failed,Friday
2131,City,41,Cancelled,2016-07-12 17:04:00,NULL,17,Evening,NULL,Failed,Tuesday
401,City,43,Cancelled,2016-07-11 08:27:00,NULL,8,Morning,NULL,Failed,Monday
461,City,43,Cancelled,2016-07-11 09:15:00,NULL,9,Morning,NULL,Failed,Monday
2946,City,43,Cancelled,2016-07-13 06:34:48,NULL,6,Early Morning,NULL,Failed,Wednesday
289,City,44,Cancelled,2016-07-11 07:09:00,NULL,7,Early Morning,NULL,Failed,Monday
1303,City,44,Cancelled,2016-07-11 22:27:00,NULL,22,Night,NULL,Failed,Monday
1817,City,44,Cancelled,2016-07-12 09:29:00,NULL,9,Morning,NULL,Failed,Tuesday
2970,City,44,Cancelled,2016-07-13 06:56:12,NULL,6,Early Morning,NULL,Failed,Wednesday
4519,City,44,Cancelled,2016-07-14 09:23:01,NULL,9,Morning,NULL,Failed,Thursday
5830,City,44,Cancelled,2016-07-15 08:55:31,NULL,8,Morning,NULL,Failed,Friday
5880,City,44,Cancelled,2016-07-15 09:38:50,NULL,9,Morning,NULL,Failed,Friday
1520,City,45,Cancelled,2016-07-12 05:42:00,NULL,5,Early Morning,NULL,Failed,Tuesday
1789,City,45,Cancelled,2016-07-12 09:10:00,NULL,9,Morning,NULL,Failed,Tuesday
2484,Airport,45,Cancelled,2016-07-12 20:41:00,NULL,20,Evening,NULL,Failed,Tuesday
4312,City,45,Cancelled,2016-07-14 06:49:09,NULL,6,Early Morning,NULL,Failed,Thursday
4363,City,45,Cancelled,2016-07-14 07:29:23,NULL,7,Early Morning,NULL,Failed,Thursday
5716,City,45,Cancelled,2016-07-15 07:37:00,NULL,7,Early Morning,NULL,Failed,Friday
5775,City,45,Cancelled,2016-07-15 08:24:01,NULL,8,Morning,NULL,Failed,Friday
424,City,46,Cancelled,2016-07-11 08:47:00,NULL,8,Morning,NULL,Failed,Monday
377,City,47,Cancelled,2016-07-11 08:11:00,NULL,8,Morning,NULL,Failed,Monday
454,City,47,Cancelled,2016-07-11 09:10:00,NULL,9,Morning,NULL,Failed,Monday
1603,City,47,Cancelled,2016-07-12 06:41:00,NULL,6,Early Morning,NULL,Failed,Tuesday
5300,Airport,47,Cancelled,2016-07-14 21:52:23,NULL,21,Night,NULL,Failed,Thursday
6560,City,47,Cancelled,2016-07-15 21:05:03,NULL,21,Night,NULL,Failed,Friday
2526,Airport,48,Cancelled,2016-07-12 21:06:00,NULL,21,Night,NULL,Failed,Tuesday
2926,City,48,Cancelled,2016-07-13 06:27:38,NULL,6,Early Morning,NULL,Failed,Wednesday
141,City,49,Cancelled,2016-07-11 05:20:00,NULL,5,Early Morning,NULL,Failed,Monday
491,City,49,Cancelled,2016-07-11 09:29:00,NULL,9,Morning,NULL,Failed,Monday
1875,City,49,Cancelled,2016-07-12 10:02:00,NULL,10,Morning,NULL,Failed,Tuesday
4906,City,49,Cancelled,2016-07-14 18:03:24,NULL,18,Evening,NULL,Failed,Thursday
209,City,50,Cancelled,2016-07-11 06:11:00,NULL,6,Early Morning,NULL,Failed,Monday
278,City,50,Cancelled,2016-07-11 06:55:00,NULL,6,Early Morning,NULL,Failed,Monday
1381,City,50,Cancelled,2016-07-12 01:07:00,NULL,1,Late Night,NULL,Failed,Tuesday
5473,City,50,Cancelled,2016-07-15 04:44:00,NULL,4,Early Morning,NULL,Failed,Friday
5479,City,50,Cancelled,2016-07-15 04:50:42,NULL,4,Early Morning,NULL,Failed,Friday
6228,City,50,Cancelled,2016-07-15 17:43:28,NULL,17,Evening,NULL,Failed,Friday
2940,City,51,Cancelled,2016-07-13 06:35:21,NULL,6,Early Morning,NULL,Failed,Wednesday
5780,City,51,Cancelled,2016-07-15 08:29:04,NULL,8,Morning,NULL,Failed,Friday
1781,City,52,Cancelled,2016-07-12 09:01:00,NULL,9,Morning,NULL,Failed,Tuesday
1787,City,52,Cancelled,2016-07-12 09:08:00,NULL,9,Morning,NULL,Failed,Tuesday
2423,Airport,52,Cancelled,2016-07-12 20:05:00,NULL,20,Evening,NULL,Failed,Tuesday
4148,City,52,Cancelled,2016-07-14 04:57:22,NULL,4,Early Morning,NULL,Failed,Thursday
411,City,53,Cancelled,2016-07-11 08:37:00,NULL,8,Morning,NULL,Failed,Monday
3727,Airport,53,Cancelled,2016-07-13 20:05:22,NULL,20,Evening,NULL,Failed,Wednesday
4847,City,53,Cancelled,2016-07-14 17:37:48,NULL,17,Evening,NULL,Failed,Thursday
216,City,54,Cancelled,2016-07-11 06:13:00,NULL,6,Early Morning,NULL,Failed,Monday
1898,City,54,Cancelled,2016-07-12 10:27:00,NULL,10,Morning,NULL,Failed,Tuesday
2077,City,54,Cancelled,2016-07-12 15:40:00,NULL,15,Afternoon,NULL,Failed,Tuesday
2486,Airport,54,Cancelled,2016-07-12 20:50:00,NULL,20,Evening,NULL,Failed,Tuesday
2809,City,54,Cancelled,2016-07-13 05:05:12,NULL,5,Early Morning,NULL,Failed,Wednesday
2900,City,54,Cancelled,2016-07-13 06:01:55,NULL,6,Early Morning,NULL,Failed,Wednesday
3022,City,54,Cancelled,2016-07-13 07:34:14,NULL,7,Early Morning,NULL,Failed,Wednesday
3211,City,54,Cancelled,2016-07-13 09:48:34,NULL,9,Morning,NULL,Failed,Wednesday
4356,City,54,Cancelled,2016-07-14 07:23:36,NULL,7,Early Morning,NULL,Failed,Thursday
6208,City,54,Cancelled,2016-07-15 17:27:11,NULL,17,Evening,NULL,Failed,Friday
6571,City,54,Cancelled,2016-07-15 21:16:46,NULL,21,Night,NULL,Failed,Friday
237,City,56,Cancelled,2016-07-11 06:29:00,NULL,6,Early Morning,NULL,Failed,Monday
4328,City,56,Cancelled,2016-07-14 07:07:46,NULL,7,Early Morning,NULL,Failed,Thursday
4757,Airport,56,Cancelled,2016-07-14 15:30:06,NULL,15,Afternoon,NULL,Failed,Thursday
323,City,57,Cancelled,2016-07-11 07:36:00,NULL,7,Early Morning,NULL,Failed,Monday
421,City,57,Cancelled,2016-07-11 08:43:00,NULL,8,Morning,NULL,Failed,Monday
1458,City,57,Cancelled,2016-07-12 04:52:00,NULL,4,Early Morning,NULL,Failed,Tuesday
3920,City,57,Cancelled,2016-07-13 22:16:51,NULL,22,Night,NULL,Failed,Wednesday
4401,City,57,Cancelled,2016-07-14 08:03:39,NULL,8,Morning,NULL,Failed,Thursday
1034,Airport,58,Cancelled,2016-07-11 19:27:00,NULL,19,Evening,NULL,Failed,Monday
1543,City,58,Cancelled,2016-07-12 06:02:00,NULL,6,Early Morning,NULL,Failed,Tuesday
2909,City,58,Cancelled,2016-07-13 06:10:59,NULL,6,Early Morning,NULL,Failed,Wednesday
3015,City,58,Cancelled,2016-07-13 07:34:01,NULL,7,Early Morning,NULL,Failed,Wednesday
4165,City,58,Cancelled,2016-07-14 05:07:32,NULL,5,Early Morning,NULL,Failed,Thursday
5410,City,58,Cancelled,2016-07-15 01:45:43,NULL,1,Late Night,NULL,Failed,Friday
328,City,59,Cancelled,2016-07-11 07:33:00,NULL,7,Early Morning,NULL,Failed,Monday
580,City,59,Cancelled,2016-07-11 10:59:00,NULL,10,Morning,NULL,Failed,Monday
4357,City,59,Cancelled,2016-07-14 07:31:35,NULL,7,Early Morning,NULL,Failed,Thursday
4560,City,59,Cancelled,2016-07-14 09:48:36,NULL,9,Morning,NULL,Failed,Thursday
5647,City,59,Cancelled,2016-07-15 06:51:10,NULL,6,Early Morning,NULL,Failed,Friday
5704,City,59,Cancelled,2016-07-15 07:33:52,NULL,7,Early Morning,NULL,Failed,Friday
2855,City,60,Cancelled,2016-07-13 05:35:47,NULL,5,Early Morning,NULL,Failed,Wednesday
5565,City,60,Cancelled,2016-07-15 05:45:17,NULL,5,Early Morning,NULL,Failed,Friday
235,City,61,Cancelled,2016-07-11 06:22:00,NULL,6,Early Morning,NULL,Failed,Monday
